	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_ID	translated	trans_seg	target_seg
1084	1084	1084	1084	en	zh	 An unassociated cluster of COVID-19 cases was later detected, starting with 16 confirmed cases in Lombardy on 21 February.On 22 February, the Council of Ministers announced a new decree-law to contain the outbreak, including quarantining more than 50,000 people from 11 different municipalities in northern Italy. 	 从 2 月 21 日在伦巴第确诊的 16 例病例开始，后来发现了一批无关联的 COVID-19 病例。2 月 22 日，内阁会议宣布了遏制疫情蔓延的新法令，包括对意大利北部 11 个不同城市的 5 万多人进行隔离。	Wikipedia_handpicked_1:1406	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	2月22日，部长会议宣布了一项新的法令来遏制疫情，包括隔离来自意大利北部11个不同城市的5万多人。	2 月 22 日 ， 部长会议 宣布 了 一项 新 的 法令 来 遏制 疫情 ， 包括 隔离 来自 意大利 北部 11 个 不同 城市 的 5 万多 人 。	  从   2   月   21   日 在 伦巴第 确诊 的   16   例 病例 开始 ， 后来 发现 了 一批 无 关联 的   COVID - 19   病例 。 2   月   22   日 ， 内阁会议 宣布 了 遏制 疫情 蔓延 的 新 法令 ， 包括 对 意大利 北部   11   个 不同 城市 的   5   万多 人 进行 隔离 。
1085	1085	1085	1085	en	zh	" Prime Minister Giuseppe Conte said, ""In the outbreak areas, entry and exit will not be provided. "	 总理朱塞佩·孔特宣布：“严禁出入疫区。	Wikipedia_handpicked_1:1407	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	总理朱塞佩·孔戴说：“在疫情爆发地区，将不提供出入。	总理 朱塞佩 · 孔戴 说 ： “ 在 疫情 爆发 地区 ， 将 不 提供 出入 。	  总理 朱塞佩 · 孔特 宣布 ： “ 严禁 出入 疫区 。
1086	1086	1086	1086	en	zh	" Suspension of work activities and sports events has already been ordered in those areas.""On 4 March, the Italian government ordered the full closure of all schools and universities nationwide as Italy reached 100 deaths. "	 疫区已下令停工和暂停体育赛事”。3 月 4 日，因国内死亡病例达到 100 例，意大利政府下令全国各级学校全面停课。	Wikipedia_handpicked_1:1408	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	这些地区已经下令暂停工作活动和体育赛事。3月4日，意大利政府下令全面关闭全国所有学校和大学，因为意大利死亡人数达到100人。	这些 地区 已经 下令 暂停 工作 活动 和 体育赛事 。 3 月 4 日 ， 意大利政府 下令 全面 关闭 全国 所有 学校 和 大学 ， 因为 意大利 死亡 人数 达到 100 人 。	  疫区 已 下令 停工 和 暂停 体育赛事 ” 。 3   月   4   日 ， 因 国内 死亡 病例 达到   100   例 ， 意大利政府 下令 全国 各级 学校 全面 停课 。
1087	1087	1087	1087	en	zh	 All major sporting events, including Serie A football matches, were to be held behind closed doors until April, but on 9 March, all sport was suspended completely for at least one month. 	 包括意大利足球甲级联赛在内的所有重大体育赛事 4 月前均将以无观众模式举办，但在 3 月 9 日，所有体育赛事均已完全暂停至少一个月。	Wikipedia_handpicked_1:1409	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	所有重大体育赛事，包括意甲足球比赛，都将闭门举行，直到4月，但在3月9日，所有体育项目都完全暂停至少一个月。	所有 重大 体育赛事 ， 包括 意甲 足球比赛 ， 都 将 闭门 举行 ， 直到 4 月 ， 但 在 3 月 9 日 ， 所有 体育项目 都 完全 暂停 至少 一个月 。	  包括 意大利 足球 甲级联赛 在内 的 所有 重大 体育赛事   4   月 前 均 将 以 无 观众 模式 举办 ， 但 在   3   月   9   日 ， 所有 体育赛事 均 已 完全 暂停 至少 一个月 。
1088	1088	1088	1088	en	zh	 On 11 March, Prime Minister Conte ordered stoppage of nearly all commercial activity except supermarkets and pharmacies.On 6 March, the Italian College of Anaesthesia, Analgesia, Resuscitation and Intensive Care (SIAARTI) published medical ethics recommendations regarding triage protocols that might be employed. 	 3 月 11 日，总理孔特下令停止除超市和药店以外的几乎所有商业活动。3 月 6 日，意大利麻醉镇痛重症医学学会 (SIAARTI) 公布了关于可能采用的分诊方案的医学伦理建议。	Wikipedia_handpicked_1:1410	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月11日，孔戴总理下令停止除超市和药店以外的几乎所有商业活动。3月6日，意大利麻醉、镇痛、复苏和重症监护学院（SIAARTI）发布了关于可能采用的分诊方案的医学伦理建议。	3 月 11 日 ， 孔戴 总理 下令 停止 除 超市 和 药店 以外 的 几乎 所有 商业活动 。 3 月 6 日 ， 意大利 麻醉 、 镇痛 、 复苏 和 重症 监护 学院 （ SIAARTI ） 发布 了 关于 可能 采用 的 分诊 方案 的 医学 伦理 建议 。	  3   月   11   日 ， 总理 孔特 下令 停止 除 超市 和 药店 以外 的 几乎 所有 商业活动 。 3   月   6   日 ， 意大利 麻醉 镇痛 重症 医学 学会   ( SIAARTI )   公布 了 关于 可能 采用 的 分诊 方案 的 医学 伦理 建议 。
1089	1089	1089	1089	en	zh	 On 19 March, Italy overtook China as the country with the most coronavirus-related deaths in the world after reporting 3,405 fatalities from the pandemic. 	 3 月 19 日，意大利报告有 3,405 人死于这场大流行病，至此超过中国，成为全球新型冠状病毒死亡病例最多的国家。	Wikipedia_handpicked_1:1411	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月19日，意大利在报告3405人死于该疫情后，超过中国成为世界上与冠状病毒相关的死亡人数最多的国家。	3 月 19 日 ， 意大利 在 报告 3405 人死于 该 疫情 后 ， 超过 中国 成为 世界 上 与 冠状病毒 相关 的 死亡 人 数最多 的 国家 。	  3   月   19   日 ， 意大利 报告 有   3 , 405   人死于 这场 大 流行病 ， 至此 超过 中国 ， 成为 全球 新型 冠状病毒 死亡 病例 最多 的 国家 。
1090	1090	1090	1090	en	zh	 On 22 March, it was reported that Russia had sent nine military planes with medical equipment to Italy. 	 3 月 22 日，据报道称，俄罗斯向意大利派出了九架载有医疗设备的军用飞机。	Wikipedia_handpicked_1:1412	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月22日，据报道，俄罗斯向意大利派出了9架载有医疗设备的军用飞机。	3 月 22 日 ， 据 报道 ， 俄罗斯 向 意大利 派出 了 9 架 载有 医疗 设备 的 军用飞机 。	  3   月   22   日 ， 据 报道 称 ， 俄罗斯 向 意大利 派出 了 九架 载有 医疗 设备 的 军用飞机 。
1091	1091	1091	1091	en	zh	 As of 5 April, there were 128,948 confirmed cases, 15,887 deaths, and 21,815 recoveries in Italy, with the majority of those cases occurring in the Lombardy region. 	 截至 4 月 5 日，意大利累计确诊病例达 128,948 例，死亡 15,887 例，治愈 21,815 例，其中大部分病例出现在伦巴第地区。	Wikipedia_handpicked_1:1413	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	截至4月5日，意大利有128948例确诊病例，15887例死亡，21815例康复，其中大多数发生在伦巴第大区。	截至 4 月 5 日 ， 意大利 有 128948 例 确诊 病例 ， 15887 例 死亡 ， 21815 例 康复 ， 其中 大多数 发生 在 伦巴第 大区 。	  截至   4   月   5   日 ， 意大利 累计 确诊 病例 达   128 , 948   例 ， 死亡   15 , 887   例 ， 治愈   21 , 815   例 ， 其中 大部分 病例 出现 在 伦巴第 地区 。
1092	1092	1092	1092	en	zh	 A CNN report indicated that the combination of Italy's large elderly population and inability to test all who have the virus to date may be contributing to the high fatality rate. 	 美国有线电视新闻网曾报告称意大利庞大的老年人口和迄今无法检测所有病毒感染者的双重因素可能是引发高死亡率的部分原因。	Wikipedia_handpicked_1:1414	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	美国有线电视新闻网的一份报告指出，意大利庞大的老年人口和迄今为止无法对所有感染该病毒的人进行检测的结合可能是导致高死亡率的原因。	美国有线电视新闻网 的 一份 报告 指出 ， 意大利 庞大 的 老年人 口 和 迄今为止 无法 对 所有 感染 该 病毒 的 人 进行 检测 的 结合 可能 是 导致 高 死亡率 的 原因 。	  美国有线电视新闻网 曾 报告 称 意大利 庞大 的 老年人 口 和 迄今 无法 检测 所有 病毒感染者 的 双重 因素 可能 是 引发 高 死亡率 的 部分 原因 。
1093	1093	1093	1093	en	zh	 The United Kingdom's response to the virus first emerged as one of the most relaxed of the affected countries, and until 18 March 2020, the British government did not impose any form of social distancing or mass quarantine measures on its citizens. 	 英国对该病毒的最初反应被认为是受影响国家中最松弛的一个。直至 2020 年 3 月 18 日，英国政府才开始对其公民实施各种形式的保持社会距离或大规模隔离措施。	Wikipedia_handpicked_1:1415	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	英国对该病毒的反应首先成为受影响国家中最宽松的国家之一，直到2020年3月18日，英国政府没有对其公民实施任何形式的社会疏远或大规模隔离措施。	英国 对 该 病毒 的 反应 首先 成为 受 影响 国家 中 最 宽松 的 国家 之一 ， 直到 2020 年 3 月 18 日 ， 英国政府 没有 对 其 公民 实施 任何 形式 的 社会 疏远 或 大规模 隔离 措施 。	  英国 对 该 病毒 的 最初 反应 被 认为 是 受 影响 国家 中 最 松弛 的 一个 。 直至   2020   年   3   月   18   日 ， 英国政府 才 开始 对 其 公民 实施 各种 形式 的 保持 社会 距离 或 大规模 隔离 措施 。
1094	1094	1094	1094	en	zh	 As a result, the government received criticism for the perceived lack of pace and intensity in its response to concerns faced by the public.On 16 March, Prime Minister Boris Johnson made an announcement advising against all non-essential travel and social contact, suggesting people work from home where possible and avoid venues such as pubs, restaurants, and theatres. 	 英国政府因此受到批评，被指责在应对公众担忧方面缺乏速度和力度。3 月 16 日，英国首相鲍里斯·约翰逊发表声明，建议取消任何非必要的出行和社交接触，建议人们尽可能居家办公，避免去酒吧、餐馆和剧院等场所。	Wikipedia_handpicked_1:1416	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	因此，政府因在回应公众面临的关切方面缺乏速度和力度而受到批评。3月16日，英国首相鲍里斯·约翰逊（Boris Johnson）宣布反对所有不必要的旅行和社交接触，建议人们尽可能在家工作，避免酒吧、餐馆和剧院等场所。	因此 ， 政府 因在 回应 公众 面临 的 关切 方面 缺乏 速度 和 力度 而 受到 批评 。 3 月 16 日 ， 英国首相 鲍里斯 · 约翰逊 （ Boris   Johnson ） 宣布 反对 所有 不必要 的 旅行 和 社交 接触 ， 建议 人们 尽可能 在家 工作 ， 避免 酒吧 、 餐馆 和 剧院 等 场所 。	  英国政府 因此 受到 批评 ， 被 指责 在 应对 公众 担忧 方面 缺乏 速度 和 力度 。 3   月   16   日 ， 英国首相 鲍里斯 · 约翰逊 发表声明 ， 建议 取消 任何 非必要 的 出行 和 社交 接触 ， 建议 人们 尽可能 居家 办公 ， 避免 去 酒吧 、 餐馆 和 剧院 等 场所 。
1095	1095	1095	1095	en	zh	 On 20 March, the government announced that all leisure establishments such as pubs and gyms were to close as soon as possible, and promised to pay up to 80% of workers' wages to a limit of £2,500 per month to prevent unemployment in the crisis.On 23 March, the Prime Minister announced tougher social distancing measures, banning gatherings of more than two people and restricting travel and outdoor activity to that deemed strictly necessary. 	 3 月 20 日，政府宣布应尽快关闭包括酒吧和健身房在内的所有休闲场所，并承诺最高可承担 80% 的工人工资，每月最高限额 2,500 英镑，以防止造成危机下的失业情况。3 月 23 日，英国首相宣布了更严厉的关于保持社会距离的措施，禁止两人以上的集会，而且除非绝对必要，不得进行任何出行和户外活动。	Wikipedia_handpicked_1:1417	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月20日，政府宣布尽快关闭酒吧和健身房等所有休闲场所，并承诺支付高达工人工资的80%，每月限额为2，500英镑，以防止危机中的失业。3月23日，总理宣布了更严格的社交距离措施，禁止两人以上的聚会，并将旅行和户外活动限制在绝对必要的范围内。	3 月 20 日 ， 政府 宣布 尽快 关闭 酒吧 和 健身房 等 所有 休闲 场所 ， 并 承诺 支付 高 达 工人工资 的 80% ， 每月 限额 为 2 ， 500 英镑 ， 以 防止 危机 中 的 失业 。 3 月 23 日 ， 总理 宣布 了 更 严格 的 社交 距离 措施 ， 禁止 两人 以上 的 聚会 ， 并 将 旅行 和 户外活动 限制 在 绝对 必要 的 范围 内 。	  3   月   20   日 ， 政府 宣布 应 尽快 关闭 包括 酒吧 和 健身房 在内 的 所有 休闲 场所 ， 并 承诺 最高 可 承担   80%   的 工人工资 ， 每月 最高 限额   2 , 500   英镑 ， 以 防止 造成 危机 下 的 失业 情况 。 3   月   23   日 ， 英国首相 宣布 了 更 严厉 的 关于 保持 社会 距离 的 措施 ， 禁止 两人 以上 的 集会 ， 而且 除非 绝对 必要 ， 不得 进行 任何 出行 和 户外活动 。
1096	1096	1096	1096	en	zh	 Unlike previous measures, these restrictions were enforceable by police through the issuing of fines and the dispersal of gatherings. 	 不同于以往措施，此次宣布的限制规定由警方通过罚款和驱散集会的方式强制执行。	Wikipedia_handpicked_1:1418	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	与以前的措施不同，这些限制可以由警察通过罚款和驱散集会来执行。	与 以前 的 措施 不同 ， 这些 限制 可以 由 警察 通过 罚款 和 驱散 集会 来 执行 。	  不同于 以往 措施 ， 此次 宣布 的 限制 规定 由 警方 通过 罚款 和 驱散 集会 的 方式 强制执行 。
1097	1097	1097	1097	en	zh	" Most businesses were ordered to close, with exceptions for businesses deemed ""essential"", including supermarkets, pharmacies, banks, hardware shops, petrol stations, and garages. "	 除了超市、药店、银行、五金店、加油站和车库等被认定为“必不可少”的业务外，其他大部分业务均被勒令停工。	Wikipedia_handpicked_1:1419	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	大多数企业被勒令关闭，但被认为“必要”的企业除外，包括超市、药店、银行、五金店、加油站和车库。	大多数 企业 被 勒令 关闭 ， 但 被 认为 “ 必要 ” 的 企业 除外 ， 包括 超市 、 药店 、 银行 、 五金店 、 加油站 和 车库 。	  除了 超市 、 药店 、 银行 、 五金店 、 加油站 和 车库 等 被 认定 为 “ 必不可少 ” 的 业务 外 ， 其他 大部分 业务 均 被 勒令 停工 。
1098	1098	1098	1098	en	zh	 On 20 January, the first known case of COVID-19 was confirmed in the Pacific Northwest state of Washington in a man who had returned from Wuhan on 15 January. 	 太平洋西北部华盛顿州于 1 月 20 日发现了美国首例 COVID-19 确诊病例，患者于 1 月 15 日从武汉回到当地。	Wikipedia_handpicked_1:1420	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	1月20日，太平洋西北部华盛顿州确认了首例已知的COVID-19病例，该病例为1月15日从武汉返回的一名男子。	1 月 20 日 ， 太平洋 西北部 华盛顿州 确认 了 首例 已知 的 COVID - 19 病例 ， 该 病例 为 1 月 15 日 从 武汉 返回 的 一名 男子 。	  太平洋 西北部 华盛顿州 于   1   月   20   日 发现 了 美国 首例   COVID - 19   确诊 病例 ， 患者 于   1   月   15   日 从 武汉 回到 当地 。
1099	1099	1099	1099	en	zh	 The White House Coronavirus Task Force was established on 29 January. 	 1 月 29 日，白宫成立冠状病毒特别工作组。	Wikipedia_handpicked_1:1421	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	白宫冠状病毒工作组于1月29日成立。	白宫 冠状病毒 工作组 于 1 月 29 日 成立 。	  1   月   29   日 ， 白宫 成立 冠状病毒 特别 工作组 。
1100	1100	1100	1100	en	zh	 On 31 January, the Trump administration declared a public health emergency, and placed restrictions on entry for travellers from China. 	 1 月 31 日，特朗普政府宣布进入公共卫生紧急状态，并对来自中国的旅行者实施入境限制。	Wikipedia_handpicked_1:1422	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	1月31日，特朗普政府宣布进入公共卫生紧急状态，并限制来自中国的旅客入境。	1 月 31 日 ， 特朗普 政府 宣布 进入 公共卫生 紧急状态 ， 并 限制 来自 中国 的 旅客 入境 。	  1   月   31   日 ， 特朗普 政府 宣布 进入 公共卫生 紧急状态 ， 并 对 来自 中国 的 旅行者 实施 入境 限制 。
1101	1101	1101	1101	en	zh	 On 28 January 2020, the Center for Disease Control—the leading public health institute of the U.S. government—announced they had developed their own testing kit. 	 2020 年 1 月 28 日，美国疾控中心（美国政府下设的主要公共卫生机构）宣布已自行开发出检测试剂盒。	Wikipedia_handpicked_1:1423	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	2020年1月28日，美国政府领先的公共卫生机构疾病控制中心宣布他们已经开发了自己的检测试剂盒。	2020 年 1 月 28 日 ， 美国政府 领先 的 公共卫生 机构 疾病 控制中心 宣布 他们 已经 开发 了 自己 的 检测 试剂盒 。	  2020   年   1   月   28   日 ， 美国 疾控中心 （ 美国政府 下设 的 主要 公共卫生 机构 ） 宣布 已 自行 开发 出 检测 试剂盒 。
1102	1102	1102	1102	en	zh	 Despite doing so, the United States had a slow start in testing, which obscured the true extent of the outbreak at the time. 	 尽管如此，美国在检测方面的起步仍然较慢，掩盖了当时的疫情真实情况。	Wikipedia_handpicked_1:1424	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	尽管这样做了，但美国在检测方面起步缓慢，这掩盖了当时疫情的真实程度。	尽管 这样 做 了 ， 但 美国 在 检测 方面 起步 缓慢 ， 这 掩盖 了 当时 疫情 的 真实 程度 。	  尽管如此 ， 美国 在 检测 方面 的 起步 仍然 较慢 ， 掩盖 了 当时 的 疫情 真实情况 。
1103	1103	1103	1103	en	zh	 Testing was marred by defective test kits produced by the federal government in February, a lack of federal government approval for non-government test kits (by academia, companies and hospitals) until the end of February, and restrictive criteria for people to qualify for a test until early March (a doctor's order was required thereafter). 	 联邦政府 2 月份生产的试剂盒存在缺陷，直到 2 月底联邦政府才批准使用（来自学术界、公司和医院的）非政府试剂盒，直到 3 月初才确定检测资格限制性标准（此后需要医嘱），所有这些因素均导致美国前期检测受阻。	Wikipedia_handpicked_1:1425	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	联邦政府在2月份生产的检测试剂盒有缺陷，联邦政府在2月底之前没有批准非政府检测试剂盒（学术界、公司和医院），以及人们在3月初之前有资格接受检测的限制性标准（此后需要医生的命令）。	联邦政府 在 2 月份 生产 的 检测 试剂盒 有 缺陷 ， 联邦政府 在 2 月底 之前 没有 批准 非政府 检测 试剂盒 （ 学术界 、 公司 和 医院 ） ， 以及 人们 在 3 月初 之前 有 资格 接受 检测 的 限制性 标准 （ 此后 需要 医生 的 命令 ） 。	  联邦政府   2   月份 生产 的 试剂盒 存在 缺陷 ， 直到   2   月底 联邦政府 才 批准 使用 （ 来自 学术界 、 公司 和 医院 的 ） 非政府 试剂盒 ， 直到   3   月初 才 确定 检测 资格 限制性 标准 （ 此后 需要 医嘱 ） ， 所有 这些 因素 均 导致 美国 前期 检测 受阻 。
1104	1104	1104	1104	en	zh	 By 27 February, The Washington Post reported fewer than 4,000 tests had been conducted in the United States. 	 2 月 27 日，《华盛顿邮报》报道称美国执行的检测总数不足 4,000 次。	Wikipedia_handpicked_1:1426	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	截至2月27日，《华盛顿邮报》报道，在美国进行的检测不到4000次。	截至 2 月 27 日 ， 《 华盛顿邮报 》 报道 ， 在 美国 进行 的 检测 不到 4000 次 。	  2   月   27   日 ， 《 华盛顿邮报 》 报道 称 美国 执行 的 检测 总数 不足   4 , 000   次 。
1105	1105	1105	1105	en	zh	 By 13 March, The Atlantic reported that less than 14,000 tests had been conducted. 	 3 月 13 日，《大西洋报》报道称美国执行的检测总数不足 14,000 次。	Wikipedia_handpicked_1:1427	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	截至3月13日，《大西洋月刊》报道说，进行了不到14，000次测试。	截至 3 月 13 日 ， 《 大西洋 月刊 》 报道 说 ， 进行 了 不到 14 ， 000 次测试 。	  3   月   13   日 ， 《 大西洋 报 》 报道 称 美国 执行 的 检测 总数 不足   14 , 000   次 。
1106	1106	1106	1106	en	zh	" On 22 March, the Associated Press reported: ""Many people who have symptoms and a doctor's order have waited hours or days for a test.""After the first death in the United States was reported in Washington state on 29 February, Governor Jay Inslee declared a state of emergency, an action that was soon followed by other states. "	 3 月 22 日，美联社报道：“很多有症状和医嘱的患者等了几个小时或几天才接受检测”。2 月 29 日，华盛顿州报道了美国首例死亡病例后，州长杰伊·英斯利随即宣布进入紧急状态，其他州也很快跟进。	Wikipedia_handpicked_1:1428	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月22日，美联社报道：“许多有症状和医生命令的人已经等待了数小时或数天才能进行检测。2月29日，华盛顿州报告了美国首例死亡病例后，州长杰伊·英斯利（Jay Inslee）宣布进入紧急状态，其他州很快也采取了这一行动。	3 月 22 日 ， 美联社 报道 ： “ 许多 有 症状 和 医生 命令 的 人 已经 等待 了 数 小时 或 数天 才能 进行 检测 。 2 月 29 日 ， 华盛顿州 报告 了 美国 首例 死亡 病例 后 ， 州长 杰伊 · 英斯 利 （ Jay   Inslee ） 宣布 进入 紧急状态 ， 其他 州 很快 也 采取 了 这 一 行动 。	  3   月   22   日 ， 美联社 报道 ： “ 很多 有 症状 和 医嘱 的 患者 等 了 几个 小时 或 几天 才 接受 检测 ” 。 2   月   29   日 ， 华盛顿州 报道 了 美国 首例 死亡 病例 后 ， 州长 杰伊 · 英斯 利 随即 宣布 进入 紧急状态 ， 其他 州 也 很快 跟进 。
1107	1107	1107	1107	en	zh	 Schools in the Seattle area cancelled classes on 3 March, and by mid-March, schools across the country were shutting down.On 6 March 2020, the United States was advised of projections for the impact of the new coronavirus on the country by a group of epidemiologists at Imperial College London. 	 3 月 3 日，西雅图地区学校停课。3 月中旬，全国各级学校全面停课。2020 年 3 月 6 日，伦敦帝国学院的一些流行病学家就新型冠状病毒对美国的影响给出了预测建议。	Wikipedia_handpicked_1:1429	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	西雅图地区的学校于3月3日取消了课程，到3月中旬，全国各地的学校都关闭了。2020年3月6日，伦敦帝国理工学院的一组流行病学家向美国通报了新型冠状病毒对该国影响的预测。	西雅图 地区 的 学校 于 3 月 3 日 取消 了 课程 ， 到 3 月 中旬 ， 全国 各地 的 学校 都 关闭 了 。 2020 年 3 月 6 日 ， 伦敦 帝国 理工学院 的 一组 流行病学 家向 美国 通报 了 新型 冠状病毒 对 该国 影响 的 预测 。	  3   月   3   日 ， 西雅图 地区 学校 停课 。 3   月 中旬 ， 全国 各级 学校 全面 停课 。 2020   年   3   月   6   日 ， 伦敦 帝国 学院 的 一些 流行病学 家 就 新型 冠状病毒 对 美国 的 影响 给出 了 预测 建议 。
1108	1108	1108	1108	en	zh	 On the same day President Trump signed the Coronavirus Preparedness and Response Supplemental Appropriations Act, which provided $8.3 billion in emergency funding for federal agencies to respond to the outbreak. 	 同一天，特朗普总统签署了《冠状病毒预防和应对补充拨款法案》，为联邦机构应对疫情提供了 83 亿美元的紧急资金。	Wikipedia_handpicked_1:1430	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	同一天，特朗普总统签署了《冠状病毒准备和应对补充拨款法案》，该法案为联邦机构应对疫情提供了83亿美元的紧急资金。	同一天 ， 特朗普 总统 签署 了 《 冠状病毒 准备 和 应对 补充 拨款 法案 》 ， 该 法案 为 联邦 机构 应对 疫情 提供 了 83 亿美元 的 紧急 资金 。	  同一天 ， 特朗普 总统 签署 了 《 冠状病毒 预防 和 应对 补充 拨款 法案 》 ， 为 联邦 机构 应对 疫情 提供 了   83   亿美元 的 紧急 资金 。
1109	1109	1109	1109	en	zh	 Corporations imposed employee travel restrictions, cancelled conferences, and encouraged employees to work from home. 	 企业对员工实施出行限制，取消会议，并鼓励员工居家办公。	Wikipedia_handpicked_1:1431	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	公司实施员工旅行限制，取消会议，并鼓励员工在家工作。	公司 实施 员工 旅行 限制 ， 取消 会议 ， 并 鼓励 员工 在家 工作 。	  企业 对 员工 实施 出行 限制 ， 取消 会议 ， 并 鼓励 员工 居家 办公 。
1110	1110	1110	1110	en	zh	 Sports events and seasons were cancelled.On 11 March, Trump announced travel restrictions for most of Europe, excluding the United Kingdom, for 30 days, effective 13 March. 	 体育赛事和赛季被迫取消。3 月 11 日，特朗普宣布将从 3 月 13 日起对除英国外的大部分欧洲国家实施为期 30 天的旅行禁令。	Wikipedia_handpicked_1:1432	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	体育赛事和赛季被取消。3月11日，特朗普宣布对除英国以外的欧洲大部分地区实施为期30天的旅行限制，自3月13日起生效。	体育赛事 和 赛季 被 取消 。 3 月 11 日 ， 特朗普 宣布 对除 英国 以外 的 欧洲 大部分 地区 实施 为期 30 天 的 旅行 限制 ， 自 3 月 13 日起 生效 。	  体育赛事 和 赛季 被迫 取消 。 3   月   11   日 ， 特朗普 宣布 将 从   3   月   13   日起 对 除 英国 外 的 大部分 欧洲 国家 实施 为期   30   天 的 旅行 禁令 。
1111	1111	1111	1111	en	zh	 The following day, he expanded the restrictions to include the United Kingdom and Ireland. 	 第二天，特朗普又将限制范围扩大到包括英国和爱尔兰。	Wikipedia_handpicked_1:1433	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	第二天，他扩大了限制范围，包括英国和爱尔兰。	第二天 ， 他 扩大 了 限制 范围 ， 包括 英国 和 爱尔兰 。	  第二天 ， 特朗普 又 将 限制 范围 扩大 到 包括 英国 和 爱尔兰 。
1112	1112	1112	1112	en	zh	 On 13 March, he declared a national emergency, which made federal funds available to respond to the crisis. 	 3 月 13 日，特朗普宣布进入国家紧急状态，开始动用联邦资金应对疫情危机。	Wikipedia_handpicked_1:1434	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月13日，他宣布进入国家紧急状态，为应对危机提供了联邦资金。	3 月 13 日 ， 他 宣布 进入 国家 紧急状态 ， 为 应对 危机 提供 了 联邦 资金 。	  3   月   13   日 ， 特朗普 宣布 进入 国家 紧急状态 ， 开始 动用 联邦 资金 应对 疫情 危机 。
